1800.0,-38.8,-11882.5,-11802.0
1800.0,-72.1,-11700.7,-11578.7
1800.0,-129.3,-11436.1,-11273.1
1800.0,-171.0,-11089.8,-10886.4
1800.0,-195.2,-10663.4,-10420.9
1800.0,-246.3,-10159.3,-9879.0
1800.0,-258.0,-9580.5,-9264.2
1800.0,-291.8,-8930.5,-8580.1
1800.0,-319.4,-8213.5,-7831.2
1800.0,-327.8,-7434.0,-7022.4
1800.0,-361.2,-6597.3,-6159.2
1800.0,-386.6,-5709.0,-5247.5
1800.0,-408.6,-4775.5,-4293.8
1800.0,-435.4,-3803.3,-3304.9
1800.0,-457.9,-2799.4,-2287.9
1800.0,-481.1,-1771.3,-1250.4
1800.0,-498.4,-726.5,-200.3
1800.0,-507.7,327.1,854.6
1800.0,-512.5,1381.2,1906.0
1800.0,-489.8,2427.8,2945.6
1800.0,-502.1,3458.4,3965.2
1800.0,-491.9,4464.9,4956.4
1800.0,-469.1,5438.9,5911.2
1800.0,-438.0,6372.5,6821.6
1800.0,-403.8,7257.7,7679.7
1800.0,-367.6,8086.9,8478.2
1800.0,-322.3,8852.9,9210.0
1800.0,-280.5,9548.9,9868.5
1800.0,-250.0,10168.4,10447.6
1800.0,-227.8,10705.6,10941.8
1800.0,-211.6,11155.4,11346.0
1800.0,-175.1,11513.1,11656.3
1800.0,-127.7,11775.0,11869.0
1800.0,-47.6,11937.9,11981.4
1800.0,11.1,11999.5,11991.8
1800.0,67.9,11958.4,11899.1
1800.0,117.1,11814.0,11703.2
1800.0,175.8,11566.7,11404.8
1800.0,222.1,11217.7,11005.6
1800.0,334.9,10769.1,10508.3
1800.0,357.3,10224.0,9916.5
1800.0,378.5,9586.4,9234.4
1800.0,417.7,8861.2,8467.5
1800.0,423.2,8054.1,7621.9
1800.0,473.7,7171.7,6704.6
1800.0,476.4,6221.4,5723.3
1800.0,511.5,5211.3,4686.5
1800.0,538.7,4150.1,3603.4
1800.0,566.7,3047.4,2483.4
1800.0,593.9,1912.8,1336.9
1800.0,613.1,757.0,174.4
1800.0,624.8,-409.4,-993.2
1800.0,622.3,-1575.5,-2154.9
1800.0,636.1,-2730.0,-3299.4
1800.0,623.1,-3861.7,-4415.5
1800.0,602.9,-4959.4,-5492.2
1800.0,576.4,-6012.3,-6518.5
1800.0,551.6,-7009.4,-7483.9
1800.0,516.9,-7940.6,-8378.4
1800.0,474.7,-8796.0,-9192.3
1800.0,429.7,-9566.3,-9916.9
1800.0,376.0,-10243.1,-10544.0
1800.0,330.1,-10818.7,-11066.3
1800.0,280.7,-11286.2,-11477.7
1800.0,244.6,-11640.1,-11772.9
1800.0,206.6,-11875.6,-11947.8
1800.0,164.6,-11989.2,-11999.6
1800.0,134.0,-11978.7,-11926.5
1800.0,97.7,-11842.9,-11728.2
1800.0,39.1,-11582.3,-11405.6
1800.0,1.2,-11198.5,-10961.2
1800.0,-50.8,-10694.3,-10398.5
1800.0,-83.9,-10074.3,-9722.5
1800.0,-123.6,-9343.9,-8939.5
1800.0,-159.0,-8510.2,-8057.1
1800.0,-198.8,-7581.3,-7084.0
1800.0,-228.5,-6566.4,-6030.1
1800.0,-268.7,-5476.2,-4906.4
1800.0,-311.3,-4322.0,-3724.7
1800.0,-350.8,-3116.1,-2497.8
1800.0,-376.7,-1871.6,-1239.2
1800.0,-402.7,-602.3,37.3
1800.0,-416.5,677.7,1317.1
1800.0,-424.9,1953.8,2585.7
1800.0,-413.5,3211.2,3828.3
1800.0,-416.2,4435.2,5030.1
1800.0,-403.6,5611.3,6176.9
1800.0,-380.7,6725.2,7254.5
1800.0,-349.8,7763.3,8249.7
1800.0,-325.9,8712.4,9149.9
1800.0,-291.6,9560.6,9943.3
1800.0,-253.6,10296.7,10619.6
1800.0,-225.8,10910.8,11169.4
1800.0,-176.7,11394.3,11584.9
1800.0,-140.9,11740.2,11859.8
1800.0,-102.7,11943.0,11989.5
1800.0,-64.8,11998.9,11971.0
1800.0,-24.5,11905.8,11803.2
1800.0,19.8,11663.5,11486.9
1800.0,67.8,11273.9,11024.8
1800.0,125.2,10740.4,10421.4
1800.0,183.2,10068.6,9683.1
1800.0,231.8,9265.9,8818.2
1800.0,274.6,8341.4,7836.9
1800.0,319.9,7306.1,6750.7
1800.0,357.4,6172.4,5573.0
1800.0,397.7,4954.4,4318.5
1800.0,425.6,3667.4,3003.1
1800.0,452.7,2327.8,1643.8
1800.0,482.2,953.2,258.4
1800.0,498.5,-438.3,-1134.6
1800.0,505.8,-1828.1,-2516.5
1800.0,502.1,-3197.2,-3868.0
1800.0,502.6,-4526.6,-5170.7
1800.0,488.0,-5797.7,-6405.8
1800.0,469.0,-6992.4,-7555.7
1800.0,444.6,-8093.3,-8603.4
1800.0,405.8,-9084.1,-9533.5
1800.0,363.5,-9949.8,-10331.5
1800.0,326.5,-10677.1,-10985.1
1800.0,286.5,-11254.3,-11483.5
1800.0,244.0,-11671.7,-11818.1
1800.0,194.8,-11921.9,-11982.6
1800.0,142.0,-11999.7,-11973.1
1800.0,78.9,-11902.5,-11788.2
1800.0,9.7,-11630.1,-11428.9
1800.0,-34.8,-11185.0,-10899.1
1800.0,-87.2,-10572.2,-10205.2
1800.0,-141.9,-9799.4,-9356.1
1800.0,-174.6,-8876.8,-8363.2
1800.0,-232.3,-7817.0,-7240.3
1800.0,-253.9,-6635.0,-6003.4
1800.0,-331.1,-5347.8,-4670.6
1800.0,-353.5,-3974.4,-3261.6
1800.0,-382.3,-2535.1,-1797.7
1800.0,-407.8,-1052.1,-301.2
1800.0,-429.9,451.9,1204.4
1800.0,-444.1,1953.2,2695.5
1800.0,-448.3,3428.1,4148.1
1800.0,-437.1,4852.5,5538.5
1800.0,-434.7,6203.2,6843.8
1800.0,-423.6,7457.5,8041.9
1800.0,-397.3,8594.4,9112.5
1800.0,-358.6,9593.9,10036.6
1800.0,-330.7,10438.5,10797.8
1800.0,-292.8,11112.7,11381.8
1800.0,-256.7,11603.8,11777.4
1800.0,-230.4,11901.8,11976.1
1800.0,-211.2,12000.0,11972.9
1800.0,-178.1,11894.9,11766.0
1800.0,-129.8,11586.5,11357.0
1800.0,-74.5,11078.3,10751.3
1800.0,-12.4,10377.2,9957.5
1800.0,37.1,9493.7,8987.8
