I0,I1
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,0.00
1800.00,28.40
1800.00,52.66
1800.00,73.37
1800.00,91.05
1800.00,106.15
1800.00,119.04
1800.00,130.05
1800.00,139.46
1800.00,139.42
1800.00,139.39
1800.00,139.36
1800.00,139.34
1800.00,133.00
1800.00,127.60
1800.00,122.98
1800.00,119.04
1800.00,115.67
1800.00,112.80
1800.00,110.34
1800.00,108.25
1800.00,106.11
1800.00,104.28
1800.00,102.72
1800.00,101.39
1800.00,97.62
1800.00,94.40
1800.00,91.66
1800.00,89.31
1800.00,87.31
1800.00,85.60
1800.00,81.86
1800.00,78.66
1800.00,76.81
1800.00,75.23
1800.00,73.88
1800.00,72.73
1800.00,70.87
1800.00,69.28
1800.00,69.15
1800.00,69.04
1800.00,68.95
1800.00,68.87
1800.00,71.78
1800.00,74.27
1800.00,76.39
1800.00,78.20
1800.00,82.73
1800.00,86.60
1800.00,89.90
1800.00,92.72
1800.00,97.06
1800.00,100.76
1800.00,105.15
1800.00,108.90
1800.00,112.45
1800.00,115.48
1800.00,119.30
1800.00,122.56
1800.00,125.16
1800.00,127.39
1800.00,131.92
1800.00,135.79
1800.00,142.25
1800.00,147.76
1800.00,151.42
1800.00,154.55
1800.00,159.14
1800.00,163.07
1800.00,167.29
1800.00,170.90
1800.00,175.21
1800.00,178.89
1800.00,184.49
1800.00,189.27
1800.00,195.45
1800.00,200.73
1800.00,206.65
1800.00,211.70
1800.00,217.23
1800.00,221.96
1800.00,228.63
1800.00,234.32
1800.00,240.41
1800.00,245.61
1800.00,252.16
1800.00,257.74
1800.00,263.22
1800.00,267.89
1800.00,274.69
1800.00,280.49
1800.00,287.02
1800.00,292.60
1800.00,298.94
1800.00,304.35
1800.00,310.38
1800.00,315.53
1800.00,321.85
1800.00,327.25
1800.00,333.61
1800.00,339.04
1800.00,343.86
1800.00,347.97
1800.00,352.71
1800.00,356.76
1800.00,361.79
1800.00,366.09
1800.00,372.38
1800.00,377.76
1800.00,385.16
1800.00,391.48
1800.00,397.75
1800.00,403.11
1800.00,409.61
1800.00,415.16
1800.00,422.18
1800.00,428.17
1800.00,435.39
1800.00,441.56
1800.00,448.75
1800.00,454.90
1800.00,461.19
1800.00,466.57
1800.00,473.62
1800.00,479.64
1800.00,486.70
1800.00,492.74
1800.00,498.94
1800.00,504.24
1800.00,511.92
1800.00,518.48
1800.00,526.88
1800.00,534.06
1800.00,541.06
1800.00,547.04
1800.00,553.73
1800.00,559.44
1800.00,566.59
1800.00,572.70
1800.00,579.67
1800.00,585.62
1800.00,593.16
1800.00,599.59
1800.00,606.66
1800.00,612.70
1800.00,619.26
1800.00,624.86
1800.00,630.52
1800.00,635.36
1800.00,641.41
1800.00,646.58
1800.00,655.56
1800.00,663.22
1800.00,669.76
1800.00,675.35
1800.00,682.05
1800.00,687.77
1800.00,694.93
1800.00,701.05
1800.00,708.73
1800.00,715.28
1800.00,723.16
1800.00,729.89
1800.00,736.33
1800.00,741.84
1800.00,747.59
1800.00,752.50
1800.00,760.55
1800.00,767.42
1800.00,772.94
1800.00,777.66
1800.00,785.01
1800.00,791.29
1800.00,797.88
1800.00,803.51
1800.00,810.07
1800.00,815.67
1800.00,821.68
1800.00,826.81
1800.00,832.24
1800.00,836.88
1800.00,844.88
1800.00,851.70
1800.00,857.71
1800.00,862.84
1800.00,869.32
1800.00,874.85
1800.00,881.16
1800.00,886.54
1800.00,894.29
1800.00,900.91
1800.00,906.56
1800.00,911.39
1800.00,918.32
1800.00,924.23
1800.00,931.56
1800.00,937.82
1800.00,945.62
1800.00,952.28
1800.00,960.60
1800.00,967.70
1800.00,974.29
1800.00,979.91
1800.00,984.72
1800.00,988.82
1800.00,994.08
1800.00,998.57
1800.00,1005.03
1800.00,1010.55
1800.00,1017.01
1800.00,1022.53
1800.00,1028.65
1800.00,1033.87
1800.00,1046.04
1800.00,1049.43
1800.00,1052.32
1800.00,1059.52
1800.00,1065.67
1800.00,1071.97
1800.00,1077.35
1800.00,1083.17
1800.00,1088.14
1800.00,1094.84
1800.00,1100.56
1800.00,1110.27
1800.00,1117.42
1800.00,1123.52
1800.00,1128.91
1800.00,1133.51
1800.00,1137.79
1800.00,1141.45
1800.00,1147.55
1800.00,1152.76
1800.00,1158.08
1800.00,1162.63
1800.00,1169.14
1800.00,1174.70
1800.00,1177.70
1800.00,1188.40
1800.00,1195.35
1800.00,1202.52
1800.00,1208.64
1800.00,1210.88
1800.00,1212.80
1800.00,1217.77
1800.00,1222.01
1800.00,1232.30
1800.00,1237.40
1800.00,1241.75
1800.00,1247.40
1800.00,1252.22
1800.00,1255.99
1800.00,1259.20
1800.00,1266.16
1800.00,1272.10
1800.00,1275.06
1800.00,1277.60
1800.00,1284.67
1800.00,1290.71
1800.00,1295.34
1800.00,1299.29
1800.00,1300.04
1800.00,1300.68
1800.00,1306.83
1800.00,1312.09
1800.00,1315.17
1800.00,1317.80
1800.00,1327.42
1800.00,1335.63
1800.00,1337.38
1800.00,1338.87
1800.00,1343.48
1800.00,1347.41
1800.00,1351.30
1800.00,1354.61
1800.00,1367.34
1800.00,1372.17
1800.00,1376.29
1800.00,1382.10
1800.00,1387.05
1800.00,1388.82
1800.00,1390.34
1800.00,1395.49
1800.00,1399.89
1800.00,1402.24
1800.00,1404.25
1800.00,1406.50
1800.00,1408.41
1800.00,1411.45
1800.00,1414.04
1800.00,1419.41
1800.00,1424.00
1800.00,1428.27
1800.00,1431.91
1800.00,1436.60
1800.00,1440.60
1800.00,1448.23
1800.00,1454.74
1800.00,1462.40
1800.00,1468.95
1800.00,1471.21
1800.00,1473.13
1800.00,1469.70
1800.00,1466.76
1800.00,1474.25
1800.00,1480.64
1800.00,1485.92
1800.00,1490.43
1800.00,1494.11
1800.00,1497.25
1800.00,1496.78
1800.00,1496.37
1800.00,1501.63
1800.00,1506.13
1800.00,1511.20
1800.00,1515.52
1800.00,1516.41
1800.00,1517.17
1800.00,1517.99
1800.00,1518.69
1800.00,1527.36
1800.00,1534.76
1800.00,1539.50
1800.00,1551.38
1800.00,1551.76
1800.00,1563.48
1800.00,1573.49
1800.00,1574.15
1800.00,1574.71
1800.00,1572.21
1800.00,1570.08
1800.00,1573.87
1800.00,1577.10
1800.00,1585.12
1800.00,1591.97
1800.00,1595.54
1800.00,1598.59
1800.00,1595.40
1800.00,1592.69
1800.00,1602.99
1800.00,1611.79
1800.00,1611.93
1800.00,1612.06
1800.00,1618.13
1800.00,1623.31
1800.00,1620.90
1800.00,1627.07
1800.00,1634.11
1800.00,1633.45
1800.00,1632.89
1800.00,1634.86
1800.00,1636.55
1800.00,1631.32
1800.00,1626.86
1800.00,1634.98
1800.00,1641.91
1800.00,1644.14
1800.00,1646.05
1800.00,1653.46
1800.00,1659.80
1800.00,1657.14
1800.00,1654.87
1800.00,1664.50
1800.00,1672.73
1800.00,1674.84
1800.00,1676.65
1800.00,1674.16
1800.00,1672.03
1800.00,1676.53
1800.00,1680.36
1800.00,1681.36
1800.00,1682.22
1800.00,1684.52
1800.00,1686.49
1800.00,1682.04
1800.00,1678.23
1800.00,1685.15
1800.00,1691.06
1800.00,1691.37
1800.00,1691.64
1800.00,1692.22
1800.00,1692.71
1800.00,1692.96
1800.00,1693.17
1800.00,1703.52
1800.00,1712.36
1800.00,1708.51
1800.00,1705.22
1800.00,1702.94
1800.00,1700.99
1800.00,1707.04
1800.00,1712.20
1800.00,1720.30
1800.00,1727.21
1800.00,1720.14
1800.00,1714.10
1800.00,1717.53
1800.00,1720.46
1800.00,1729.28
1800.00,1736.81
1800.00,1735.34
1800.00,1734.10
1800.00,1731.45
1800.00,1729.19
1800.00,1740.94
1800.00,1750.97
1800.00,1750.42
1800.00,1749.95
1800.00,1746.04
1800.00,1742.71
1800.00,1745.47
1800.00,1747.82
1800.00,1758.95
1800.00,1768.46
1800.00,1764.83
1800.00,1761.72
1800.00,1755.22
1800.00,1749.66
1800.00,1759.82
1800.00,1768.50
1800.00,1775.03
1800.00,1780.61
1800.00,1772.04
1800.00,1764.73
1800.00,1769.18
1800.00,1772.98
1800.00,1779.91
1800.00,1785.83
1800.00,1779.13
1800.00,1773.41
1800.00,1773.44
1800.00,1773.46
1800.00,1783.13
1800.00,1791.38
1800.00,1787.55
1800.00,1784.29
1800.00,1783.78
1800.00,1783.34
1800.00,1787.35
1800.00,1790.78
1800.00,1790.90
1800.00,1791.00
1800.00,1794.60
1800.00,1797.67
1800.00,1798.88
1800.00,1799.92
1800.00,1804.67
1800.00,1808.72
1800.00,1806.92
1800.00,1805.38
1800.00,1808.80
1800.00,1811.73
1800.00,1813.52
1800.00,1815.05
1800.00,1817.76
1800.00,1820.07
1800.00,1820.30
1800.00,1820.49
1800.00,1826.96
1800.00,1832.49
1800.00,1830.02
1800.00,1827.92
1800.00,1827.87
1800.00,1827.83
1800.00,1832.00
1800.00,1835.57
1800.00,1833.00
1800.00,1830.81
1800.00,1833.84
1800.00,1833.98
1800.00,1834.10
1800.00,1833.15
1800.00,1832.34
1800.00,1834.80
1800.00,1836.91
1800.00,1843.79
1800.00,1849.66
1800.00,1842.88
1800.00,1849.76
1800.00,1855.64
1800.00,1862.24
1800.00,1867.87
1800.00,1863.57
1800.00,1859.89
1800.00,1858.15
1800.00,1856.67
1800.00,1861.19
1800.00,1865.05
1800.00,1870.62
1800.00,1875.38
1800.00,1877.17
1800.00,1878.69
1800.00,1877.89
1800.00,1877.20
1800.00,1872.24
1800.00,1867.99
1800.00,1866.12
1800.00,1864.53
1800.00,1873.16
1800.00,1880.53
1800.00,1876.65
1800.00,1873.34
1800.00,1866.66
1800.00,1860.95
1800.00,1862.57
1800.00,1863.95
1800.00,1872.31
1800.00,1879.45
1800.00,1875.38
1800.00,1871.91
1800.00,1870.17
1800.00,1868.68
1800.00,1870.57
1800.00,1872.18
1800.00,1878.82
1800.00,1884.48
1800.00,1886.87
1800.00,1888.90
1800.00,1887.66
1800.00,1886.60
1800.00,1880.79
1800.00,1875.82
1800.00,1875.44
1800.00,1875.11
1800.00,1884.12
1800.00,1891.82
1800.00,1889.80
1800.00,1888.08
1800.00,1881.52
1800.00,1875.92
1800.00,1872.19
1800.00,1869.01
1800.00,1871.90
1800.00,1874.37
1800.00,1874.37
1800.00,1874.38
1800.00,1875.61
1800.00,1876.66
1800.00,1878.61
1800.00,1880.27
1800.00,1882.75
1800.00,1884.86
1800.00,1889.82
1800.00,1894.05
1800.00,1896.26
1800.00,1898.15
1800.00,1894.86
1800.00,1892.05
1800.00,1895.43
1800.00,1898.32
1800.00,1905.34
1800.00,1911.34
1800.00,1905.24
1800.00,1900.03
1800.00,1893.66
1800.00,1888.22
1800.00,1887.42
1800.00,1886.75
1800.00,1890.03
1800.00,1892.83
1800.00,1889.09
1800.00,1885.89
1800.00,1884.56
1800.00,1883.43
1800.00,1882.11
1800.00,1880.98
1800.00,1882.47
1800.00,1883.75
1800.00,1891.50
1800.00,1898.12
1800.00,1899.74
1800.00,1901.12
1800.00,1894.76
1800.00,1889.33
1800.00,1888.38
1800.00,1887.56
1800.00,1893.35
1800.00,1898.30
1800.00,1891.83
1800.00,1886.30
1800.00,1883.33
1800.00,1880.80
1800.00,1881.27
1800.00,1881.67
1800.00,1885.55
1800.00,1886.38
1800.00,1887.08
1800.00,1888.91
1800.00,1890.47
1800.00,1891.63
1800.00,1892.62
1800.00,1895.57
1800.00,1898.09
1800.00,1900.94
1800.00,1903.37
1800.00,1900.02
1800.00,1897.15
1800.00,1893.83
1800.00,1890.99
1800.00,1897.15
1800.00,1902.42
1800.00,1902.36
1800.00,1902.31
1800.00,1894.90
1800.00,1888.57
1800.00,1882.47
1800.00,1877.26
1800.00,1880.00
1800.00,1882.33
1800.00,1883.63
1800.00,1884.74
1800.00,1880.42
1800.00,1876.74
1800.00,1875.69
1800.00,1874.80
1800.00,1871.76
1800.00,1869.17
1800.00,1875.37
1800.00,1880.66
1800.00,1886.94
1800.00,1892.29
1800.00,1892.66
1800.00,1892.97
1800.00,1893.06
1800.00,1893.14
1800.00,1899.35
1800.00,1904.64
1800.00,1905.66
1800.00,1906.53
1800.00,1899.55
1800.00,1893.60
1800.00,1887.11
1800.00,1881.57
1800.00,1881.75
1800.00,1881.91
1800.00,1884.84
1800.00,1887.35
1800.00,1883.35
1800.00,1879.94
1800.00,1877.03
1800.00,1874.54
1800.00,1872.24
1800.00,1870.28
1800.00,1872.63
1800.00,1874.64
1800.00,1878.29
1800.00,1881.40
1800.00,1879.15
1800.00,1877.23
1800.00,1879.80
1800.00,1881.99
1800.00,1889.82
1800.00,1896.51
1800.00,1907.66
1800.00,1917.18
1800.00,1913.73
1800.00,1910.79
1800.00,1905.12
1800.00,1900.28
1800.00,1897.03
1800.00,1894.25
1800.00,1894.50
1800.00,1894.72
1800.00,1889.82
1800.00,1885.64
1800.00,1876.46
1800.00,1868.62
1800.00,1867.01
1800.00,1865.64
1800.00,1870.77
1800.00,1875.16
1800.00,1874.87
1800.00,1874.63
1800.00,1871.62
1800.00,1869.04
1800.00,1869.82
1800.00,1870.49
1800.00,1874.40
1800.00,1877.73
1800.00,1880.22
1800.00,1882.35
1800.00,1883.82
1800.00,1885.07
1800.00,1888.60
1800.00,1891.61
1800.00,1895.41
1800.00,1898.65
1800.00,1903.17
1800.00,1907.03
1800.00,1894.83
1800.00,1886.41
1800.00,1885.88
1800.00,1885.43
1800.00,1890.31
1800.00,1894.47
1800.00,1890.14
1800.00,1886.43
1800.00,1876.61
1800.00,1868.22
1800.00,1867.02
1800.00,1866.00
1800.00,1867.22
1800.00,1868.27
1800.00,1871.45
1800.00,1874.16
1800.00,1872.61
1800.00,1871.30
1800.00,1867.72
1800.00,1864.66
1800.00,1870.29
1800.00,1875.10
1800.00,1881.13
1800.00,1886.29
1800.00,1885.08
1800.00,1884.04
1800.00,1879.48
1800.00,1875.58
1800.00,1876.99
1800.00,1878.19
1800.00,1880.61
1800.00,1882.69
1800.00,1878.32
1800.00,1874.59
1800.00,1869.30
1800.00,1864.79
1800.00,1867.07
1800.00,1869.02
1800.00,1874.36
1800.00,1878.93
1800.00,1881.07
1800.00,1882.90
1800.00,1879.38
1800.00,1876.37
1800.00,1868.02
1800.00,1860.89
1800.00,1861.81
1800.00,1862.60
1800.00,1869.58
1800.00,1875.54
1800.00,1872.92
1800.00,1870.68
1800.00,1863.51
1800.00,1857.39
1800.00,1863.62
1800.00,1864.14
1800.00,1864.59
1800.00,1869.53
1800.00,1873.75
1800.00,1872.79
1800.00,1871.97
1800.00,1871.28
1800.00,1870.68
1800.00,1866.67
1800.00,1863.24
1800.00,1862.06
1800.00,1861.06
1800.00,1861.78
1800.00,1862.40
1800.00,1860.82
1800.00,1859.47
1800.00,1857.97
1800.00,1856.69
1800.00,1862.78
1800.00,1867.99
1800.00,1866.30
1800.00,1864.85
1800.00,1862.56
1800.00,1860.61
1800.00,1859.12
1800.00,1857.84
1800.00,1858.16
1800.00,1858.43
1800.00,1859.18
1800.00,1859.83
1800.00,1854.24
1800.00,1849.47
1800.00,1846.98
1800.00,1844.85
1800.00,1839.53
1800.00,1842.17
1800.00,1844.42
1800.00,1847.05
1800.00,1849.29
1800.00,1849.28
1800.00,1849.27
1800.00,1848.91
1800.00,1848.60
1800.00,1852.72
1800.00,1856.24
1800.00,1857.66
1800.00,1858.88
1800.00,1856.94
1800.00,1855.28
1800.00,1855.27
1800.00,1855.26
1800.00,1857.01
1800.00,1858.50
1800.00,1856.61
1800.00,1855.00
1800.00,1851.00
1800.00,1847.58
1800.00,1843.78
1800.00,1840.54
1800.00,1837.78
1800.00,1835.41
1800.00,1837.08
1800.00,1838.50
1800.00,1845.62
1800.00,1843.86
1800.00,1842.37
1800.00,1841.26
1800.00,1840.32
1800.00,1841.79
1800.00,1843.05
1800.00,1844.30
1800.00,1845.36
1800.00,1837.86
1800.00,1831.45
1800.00,1827.03
1800.00,1823.26
1800.00,1826.52
1800.00,1829.31
1800.00,1833.79
1800.00,1837.62
1800.00,1838.09
1800.00,1838.48
1800.00,1836.19
1800.00,1834.23
1800.00,1834.49
1800.00,1834.71
1800.00,1839.11
1800.00,1842.86
1800.00,1849.05
1800.00,1854.33
1800.00,1851.30
1800.00,1848.72
1800.00,1848.44
1800.00,1848.20
1800.00,1850.45
1800.00,1852.37
1800.00,1853.66
1800.00,1854.76
1800.00,1845.88
1800.00,1838.30
1800.00,1825.34
1800.00,1814.28
